grafo_id,n,p,optimizer,seed,r_final
11,12,1,cobyla_restart,4,0.76892
11,12,1,cobyla_restart,5,0.76892
11,12,1,cobyla_restart,6,0.76892
11,12,1,cobyla_restart,7,0.76892
11,12,1,cobyla_restart,8,0.76892
11,12,1,cobyla_restart,9,0.76892
11,12,1,cobyla_restart,10,0.76892
11,12,1,cobyla_restart,11,0.76892
11,12,1,cobyla_restart,12,0.76892
11,12,1,cobyla_restart,13,0.76892
11,12,1,cobyla_restart,14,0.76892
11,12,1,cobyla_restart,15,0.76892
11,12,1,cobyla_restart,16,0.76892
11,12,1,cobyla_restart,17,0.76892
11,12,1,cobyla_restart,18,0.76892
11,12,1,cobyla_restart,19,0.76892
11,12,2,qiea,0,0.828592
11,12,2,qiea,1,0.835811
11,12,2,qiea,2,0.834555
11,12,2,qiea,3,0.847347
11,12,2,qiea,4,0.837741
11,12,2,qiea,5,0.82625
11,12,2,qiea,6,0.847526
11,12,2,qiea,7,0.837522
11,12,2,qiea,8,0.812924
11,12,2,qiea,9,0.817713
11,12,2,qiea,10,0.847347
11,12,2,qiea,11,0.823171
11,12,2,qiea,12,0.818094
11,12,2,qiea,13,0.836042
11,12,2,qiea,14,0.841969
11,12,2,qiea,15,0.829366
11,12,2,qiea,16,0.820866
11,12,2,qiea,17,0.81427
11,12,2,qiea,18,0.820954
11,12,2,qiea,19,0.8432
11,12,2,cobyla,0,0.821511
11,12,2,cobyla,1,0.837901
11,12,2,cobyla,2,0.847589
11,12,2,cobyla,3,0.821511
11,12,2,cobyla,4,0.847589
11,12,2,cobyla,5,0.821511
11,12,2,cobyla,6,0.821511
11,12,2,cobyla,7,0.837901
11,12,2,cobyla,8,0.837901
11,12,2,cobyla,9,0.821511
11,12,2,cobyla,10,0.847589
11,12,2,cobyla,11,0.847589
11,12,2,cobyla,12,0.837901
11,12,2,cobyla,13,0.821511
11,12,2,cobyla,14,0.837901
11,12,2,cobyla,15,0.837901
11,12,2,cobyla,16,0.837901
11,12,2,cobyla,17,0.821511
11,12,2,cobyla,18,0.821511
11,12,2,cobyla,19,0.837901
11,12,2,random,0,0.832492
11,12,2,random,1,0.830787
11,12,2,random,2,0.833031
11,12,2,random,3,0.846262
11,12,2,random,4,0.831104
11,12,2,random,5,0.834612
11,12,2,random,6,0.833769
11,12,2,random,7,0.824716
11,12,2,random,8,0.826623
11,12,2,random,9,0.830023
11,12,2,random,10,0.821176
11,12,2,random,11,0.82457
11,12,2,random,12,0.827936
11,12,2,random,13,0.842476
11,12,2,random,14,0.828596
11,12,2,random,15,0.831595
11,12,2,random,16,0.837113
11,12,2,random,17,0.828119
11,12,2,random,18,0.823634
11,12,2,random,19,0.822111
11,12,2,cobyla_restart,0,0.847589
11,12,2,cobyla_restart,1,0.847589
11,12,2,cobyla_restart,2,0.847589
11,12,2,cobyla_restart,3,0.847589
11,12,2,cobyla_restart,4,0.847589
11,12,2,cobyla_restart,5,0.847589
11,12,2,cobyla_restart,6,0.847589
11,12,2,cobyla_restart,7,0.847589
11,12,2,cobyla_restart,8,0.847589
11,12,2,cobyla_restart,9,0.847589
11,12,2,cobyla_restart,10,0.847589
11,12,2,cobyla_restart,11,0.847589
11,12,2,cobyla_restart,12,0.847589
11,12,2,cobyla_restart,13,0.847589
11,12,2,cobyla_restart,14,0.847589
11,12,2,cobyla_restart,15,0.847589
11,12,2,cobyla_restart,16,0.847589
11,12,2,cobyla_restart,17,0.847589
11,12,2,cobyla_restart,18,0.847589
11,12,2,cobyla_restart,19,0.847589
12,12,1,qiea,0,0.750517
12,12,1,qiea,1,0.750642
12,12,1,qiea,2,0.750517
12,12,1,qiea,3,0.750592
12,12,1,qiea,4,0.750517
12,12,1,qiea,5,0.750371
12,12,1,qiea,6,0.750371
12,12,1,qiea,7,0.750592
12,12,1,qiea,8,0.750371
12,12,1,qiea,9,0.750642
12,12,1,qiea,10,0.750642
12,12,1,qiea,11,0.750642
12,12,1,qiea,12,0.750517
12,12,1,qiea,13,0.750592
12,12,1,qiea,14,0.749956
12,12,1,qiea,15,0.749762
12,12,1,qiea,16,0.750517
12,12,1,qiea,17,0.750371
12,12,1,qiea,18,0.750517
12,12,1,qiea,19,0.748416
12,12,1,cobyla,0,0.750649
12,12,1,cobyla,1,0.750649
12,12,1,cobyla,2,0.750649
12,12,1,cobyla,3,0.750649
12,12,1,cobyla,4,0.750649
12,12,1,cobyla,5,0.750649
12,12,1,cobyla,6,0.750649
12,12,1,cobyla,7,0.750649
12,12,1,cobyla,8,0.750649
12,12,1,cobyla,9,0.750649
12,12,1,cobyla,10,0.750649
12,12,1,cobyla,11,0.750649
12,12,1,cobyla,12,0.5625
12,12,1,cobyla,13,0.750649
12,12,1,cobyla,14,0.750649
12,12,1,cobyla,15,0.750649
12,12,1,cobyla,16,0.750649
12,12,1,cobyla,17,0.750649
12,12,1,cobyla,18,0.750649
12,12,1,cobyla,19,0.750649
12,12,1,random,0,0.74978
12,12,1,random,1,0.750567
12,12,1,random,2,0.750214
12,12,1,random,3,0.750369
12,12,1,random,4,0.749788
12,12,1,random,5,0.749984
12,12,1,random,6,0.750594
12,12,1,random,7,0.750414
12,12,1,random,8,0.750411
12,12,1,random,9,0.74985
12,12,1,random,10,0.750589
12,12,1,random,11,0.750609
12,12,1,random,12,0.75048
12,12,1,random,13,0.750634
12,12,1,random,14,0.750581
12,12,1,random,15,0.749519
12,12,1,random,16,0.750539
12,12,1,random,17,0.750559
12,12,1,random,18,0.75052
12,12,1,random,19,0.750515
12,12,1,cobyla_restart,0,0.750649
12,12,1,cobyla_restart,1,0.750649
12,12,1,cobyla_restart,2,0.750649
12,12,1,cobyla_restart,3,0.750649
12,12,1,cobyla_restart,4,0.750649
12,12,1,cobyla_restart,5,0.750649
12,12,1,cobyla_restart,6,0.750649
12,12,1,cobyla_restart,7,0.750649
12,12,1,cobyla_restart,8,0.750649
12,12,1,cobyla_restart,9,0.750649
12,12,1,cobyla_restart,10,0.750649
12,12,1,cobyla_restart,11,0.750649
12,12,1,cobyla_restart,12,0.750649
12,12,1,cobyla_restart,13,0.750649
12,12,1,cobyla_restart,14,0.750649
12,12,1,cobyla_restart,15,0.750649
12,12,1,cobyla_restart,16,0.750649
12,12,1,cobyla_restart,17,0.750649
12,12,1,cobyla_restart,18,0.750649
12,12,1,cobyla_restart,19,0.750649
12,12,2,qiea,0,0.781047
12,12,2,qiea,1,0.795781
12,12,2,qiea,2,0.811147
12,12,2,qiea,3,0.820017
12,12,2,qiea,4,0.812701
12,12,2,qiea,5,0.820489
12,12,2,qiea,6,0.815989
12,12,2,qiea,7,0.813003
12,12,2,qiea,8,0.794175
12,12,2,qiea,9,0.794876
12,12,2,qiea,10,0.820471
12,12,2,qiea,11,0.796817
12,12,2,qiea,12,0.794236
12,12,2,qiea,13,0.8127
12,12,2,qiea,14,0.80155
12,12,2,qiea,15,0.795542
12,12,2,qiea,16,0.820699
12,12,2,qiea,17,0.814282
12,12,2,qiea,18,0.795474
12,12,2,qiea,19,0.813945
12,12,2,cobyla,0,0.801561
12,12,2,cobyla,1,0.813809
12,12,2,cobyla,2,0.820729
12,12,2,cobyla,3,0.801561
12,12,2,cobyla,4,0.820729
12,12,2,cobyla,5,0.801561
12,12,2,cobyla,6,0.801561
12,12,2,cobyla,7,0.813809
12,12,2,cobyla,8,0.813809
12,12,2,cobyla,9,0.820729
12,12,2,cobyla,10,0.820729
12,12,2,cobyla,11,0.820729
12,12,2,cobyla,12,0.820729
12,12,2,cobyla,13,0.820729
12,12,2,cobyla,14,0.813809
12,12,2,cobyla,15,0.813809
12,12,2,cobyla,16,0.820729
12,12,2,cobyla,17,0.801561
12,12,2,cobyla,18,0.813808
12,12,2,cobyla,19,0.813809
12,12,2,random,0,0.807723
12,12,2,random,1,0.813939
12,12,2,random,2,0.807727
12,12,2,random,3,0.818225
12,12,2,random,4,0.804727
12,12,2,random,5,0.812278
12,12,2,random,6,0.809448
12,12,2,random,7,0.794483
12,12,2,random,8,0.804458
12,12,2,random,9,0.811133
12,12,2,random,10,0.804021
12,12,2,random,11,0.798402
12,12,2,random,12,0.805571
12,12,2,random,13,0.814303
12,12,2,random,14,0.802214
12,12,2,random,15,0.806814
12,12,2,random,16,0.81069
12,12,2,random,17,0.802943
12,12,2,random,18,0.80735
12,12,2,random,19,0.802904
12,12,2,cobyla_restart,0,0.820729
12,12,2,cobyla_restart,1,0.820729
12,12,2,cobyla_restart,2,0.820729
12,12,2,cobyla_restart,3,0.820729
12,12,2,cobyla_restart,4,0.820729
12,12,2,cobyla_restart,5,0.820729
12,12,2,cobyla_restart,6,0.820729
12,12,2,cobyla_restart,7,0.820729
12,12,2,cobyla_restart,8,0.820729
12,12,2,cobyla_restart,9,0.820729
12,12,2,cobyla_restart,10,0.820729
12,12,2,cobyla_restart,11,0.820729
12,12,2,cobyla_restart,12,0.820729
12,12,2,cobyla_restart,13,0.820729
12,12,2,cobyla_restart,14,0.820729
12,12,2,cobyla_restart,15,0.820729
12,12,2,cobyla_restart,16,0.820729
12,12,2,cobyla_restart,17,0.820729
12,12,2,cobyla_restart,18,0.820729
12,12,2,cobyla_restart,19,0.820729
13,12,1,qiea,0,0.768239
13,12,1,qiea,1,0.76883
13,12,1,qiea,2,0.768874
13,12,1,qiea,3,0.767767
13,12,1,qiea,4,0.768045
13,12,1,qiea,5,0.768918
13,12,1,qiea,6,0.76883
13,12,1,qiea,7,0.76883
13,12,1,qiea,8,0.767767
13,12,1,qiea,9,0.768527
13,12,1,qiea,10,0.768527
13,12,1,qiea,11,0.768527
13,12,1,qiea,12,0.76883
13,12,1,qiea,13,0.76883
13,12,1,qiea,14,0.768918
13,12,1,qiea,15,0.768918
13,12,1,qiea,16,0.76883
13,12,1,qiea,17,0.768918
13,12,1,qiea,18,0.768874
13,12,1,qiea,19,0.768611
13,12,1,cobyla,0,0.76892
13,12,1,cobyla,1,0.76892
13,12,1,cobyla,2,0.76892
13,12,1,cobyla,3,0.76892
13,12,1,cobyla,4,0.76892
13,12,1,cobyla,5,0.76892
13,12,1,cobyla,6,0.76892
13,12,1,cobyla,7,0.76892
13,12,1,cobyla,8,0.76892
13,12,1,cobyla,9,0.76892
13,12,1,cobyla,10,0.76892
13,12,1,cobyla,11,0.76892
13,12,1,cobyla,12,0.5625
13,12,1,cobyla,13,0.76892
13,12,1,cobyla,14,0.76892
13,12,1,cobyla,15,0.76892
13,12,1,cobyla,16,0.76892
13,12,1,cobyla,17,0.76892
13,12,1,cobyla,18,0.76892
13,12,1,cobyla,19,0.76892
13,12,1,random,0,0.768861
13,12,1,random,1,0.768771
13,12,1,random,2,0.76886
13,12,1,random,3,0.76858
13,12,1,random,4,0.768629
13,12,1,random,5,0.768007
13,12,1,random,6,0.768567
13,12,1,random,7,0.767626
13,12,1,random,8,0.768852
13,12,1,random,9,0.768846
13,12,1,random,10,0.768036
13,12,1,random,11,0.768364
13,12,1,random,12,0.76885
13,12,1,random,13,0.768909
13,12,1,random,14,0.768838
13,12,1,random,15,0.76861
13,12,1,random,16,0.768557
13,12,1,random,17,0.768694
13,12,1,random,18,0.768907
13,12,1,random,19,0.768663
13,12,1,cobyla_restart,0,0.76892
13,12,1,cobyla_restart,1,0.76892
13,12,1,cobyla_restart,2,0.76892
13,12,1,cobyla_restart,3,0.76892
13,12,1,cobyla_restart,4,0.76892
13,12,1,cobyla_restart,5,0.76892
13,12,1,cobyla_restart,6,0.76892
13,12,1,cobyla_restart,7,0.76892
13,12,1,cobyla_restart,8,0.76892
13,12,1,cobyla_restart,9,0.76892
13,12,1,cobyla_restart,10,0.76892
13,12,1,cobyla_restart,11,0.76892
13,12,1,cobyla_restart,12,0.76892
13,12,1,cobyla_restart,13,0.76892
13,12,1,cobyla_restart,14,0.76892
13,12,1,cobyla_restart,15,0.76892
13,12,1,cobyla_restart,16,0.76892
13,12,1,cobyla_restart,17,0.76892
13,12,1,cobyla_restart,18,0.76892
13,12,1,cobyla_restart,19,0.76892
13,12,2,qiea,0,0.824594
13,12,2,qiea,1,0.833216
13,12,2,qiea,2,0.830486
13,12,2,qiea,3,0.84181
13,12,2,qiea,4,0.833498
13,12,2,qiea,5,0.830675
13,12,2,qiea,6,0.841942
13,12,2,qiea,7,0.83333
13,12,2,qiea,8,0.811889
13,12,2,qiea,9,0.815676
13,12,2,qiea,10,0.841826
13,12,2,qiea,11,0.818809
13,12,2,qiea,12,0.814783
13,12,2,qiea,13,0.831962
13,12,2,qiea,14,0.836429
13,12,2,qiea,15,0.831093
13,12,2,qiea,16,0.817213
13,12,2,qiea,17,0.810865
13,12,2,qiea,18,0.817192
13,12,2,qiea,19,0.836454
13,12,2,cobyla,0,0.819651
13,12,2,cobyla,1,0.833684
13,12,2,cobyla,2,0.842064
13,12,2,cobyla,3,0.819651
13,12,2,cobyla,4,0.842064
13,12,2,cobyla,5,0.819651
13,12,2,cobyla,6,0.819651
13,12,2,cobyla,7,0.842064
13,12,2,cobyla,8,0.833684
13,12,2,cobyla,9,0.819651
13,12,2,cobyla,10,0.842064
13,12,2,cobyla,11,0.842064
13,12,2,cobyla,12,0.819651
13,12,2,cobyla,13,0.819651
13,12,2,cobyla,14,0.833684
13,12,2,cobyla,15,0.842064
13,12,2,cobyla,16,0.842064
13,12,2,cobyla,17,0.819651
13,12,2,cobyla,18,0.819651
13,12,2,cobyla,19,0.833684
13,12,2,random,0,0.830018
13,12,2,random,1,0.828209
13,12,2,random,2,0.827551
13,12,2,random,3,0.840959
13,12,2,random,4,0.826731
13,12,2,random,5,0.830894
13,12,2,random,6,0.829434
13,12,2,random,7,0.820818
13,12,2,random,8,0.823422
13,12,2,random,9,0.825963
13,12,2,random,10,0.816626
13,12,2,random,11,0.820067
13,12,2,random,12,0.824007
13,12,2,random,13,0.836771
13,12,2,random,14,0.823805
13,12,2,random,15,0.826916
13,12,2,random,16,0.831722
13,12,2,random,17,0.824063
13,12,2,random,18,0.822438
13,12,2,random,19,0.819168
13,12,2,cobyla_restart,0,0.842064
13,12,2,cobyla_restart,1,0.842064
13,12,2,cobyla_restart,2,0.842064
13,12,2,cobyla_restart,3,0.842064
13,12,2,cobyla_restart,4,0.842064
13,12,2,cobyla_restart,5,0.842064
13,12,2,cobyla_restart,6,0.842064
13,12,2,cobyla_restart,7,0.842064
13,12,2,cobyla_restart,8,0.842064
13,12,2,cobyla_restart,9,0.842064
13,12,2,cobyla_restart,10,0.842064
13,12,2,cobyla_restart,11,0.842064
13,12,2,cobyla_restart,12,0.842064
13,12,2,cobyla_restart,13,0.842064
13,12,2,cobyla_restart,14,0.842064
13,12,2,cobyla_restart,15,0.842064
13,12,2,cobyla_restart,16,0.842064
13,12,2,cobyla_restart,17,0.842064
13,12,2,cobyla_restart,18,0.842064
13,12,2,cobyla_restart,19,0.842064
14,12,1,qiea,0,0.750517
14,12,1,qiea,1,0.750642
14,12,1,qiea,2,0.750517
14,12,1,qiea,3,0.750592
14,12,1,qiea,4,0.750517
14,12,1,qiea,5,0.750371
14,12,1,qiea,6,0.750371
14,12,1,qiea,7,0.750592
14,12,1,qiea,8,0.750371
14,12,1,qiea,9,0.750642
14,12,1,qiea,10,0.750642
14,12,1,qiea,11,0.750642
14,12,1,qiea,12,0.750517
14,12,1,qiea,13,0.750592
14,12,1,qiea,14,0.749956
14,12,1,qiea,15,0.749762
14,12,1,qiea,16,0.750517
14,12,1,qiea,17,0.750371
14,12,1,qiea,18,0.750517
14,12,1,qiea,19,0.748416
14,12,1,cobyla,0,0.750649
14,12,1,cobyla,1,0.750649
14,12,1,cobyla,2,0.750649
14,12,1,cobyla,3,0.750649
14,12,1,cobyla,4,0.750649
14,12,1,cobyla,5,0.750649
14,12,1,cobyla,6,0.750649
14,12,1,cobyla,7,0.750649
14,12,1,cobyla,8,0.750649
14,12,1,cobyla,9,0.750649
14,12,1,cobyla,10,0.750649
14,12,1,cobyla,11,0.750649
14,12,1,cobyla,12,0.5625
14,12,1,cobyla,13,0.750649
14,12,1,cobyla,14,0.750649
14,12,1,cobyla,15,0.750649
14,12,1,cobyla,16,0.750649
14,12,1,cobyla,17,0.750649
14,12,1,cobyla,18,0.750649
14,12,1,cobyla,19,0.750649
14,12,1,random,0,0.74978
14,12,1,random,1,0.750567
14,12,1,random,2,0.750214
14,12,1,random,3,0.750369
14,12,1,random,4,0.749788
14,12,1,random,5,0.749984
14,12,1,random,6,0.750594
14,12,1,random,7,0.750414
14,12,1,random,8,0.750411
14,12,1,random,9,0.74985
14,12,1,random,10,0.750589
14,12,1,random,11,0.750609
14,12,1,random,12,0.75048
14,12,1,random,13,0.750634
14,12,1,random,14,0.750581
14,12,1,random,15,0.749519
14,12,1,random,16,0.750539
14,12,1,random,17,0.750559
14,12,1,random,18,0.75052
14,12,1,random,19,0.750515
14,12,1,cobyla_restart,0,0.750649
14,12,1,cobyla_restart,1,0.750649
14,12,1,cobyla_restart,2,0.750649
14,12,1,cobyla_restart,3,0.750649
14,12,1,cobyla_restart,4,0.750649
14,12,1,cobyla_restart,5,0.750649
14,12,1,cobyla_restart,6,0.750649
14,12,1,cobyla_restart,7,0.750649
14,12,1,cobyla_restart,8,0.750649
14,12,1,cobyla_restart,9,0.750649
14,12,1,cobyla_restart,10,0.750649
14,12,1,cobyla_restart,11,0.750649
14,12,1,cobyla_restart,12,0.750649
14,12,1,cobyla_restart,13,0.750649
14,12,1,cobyla_restart,14,0.750649
14,12,1,cobyla_restart,15,0.750649
14,12,1,cobyla_restart,16,0.750649
14,12,1,cobyla_restart,17,0.750649
14,12,1,cobyla_restart,18,0.750649
14,12,1,cobyla_restart,19,0.750649
14,12,2,qiea,0,0.823364
14,12,2,qiea,1,0.817921
14,12,2,qiea,2,0.811066
14,12,2,qiea,3,0.82505
14,12,2,qiea,4,0.818909
14,12,2,qiea,5,0.818982
14,12,2,qiea,6,0.821976
14,12,2,qiea,7,0.819263
14,12,2,qiea,8,0.794151
14,12,2,qiea,9,0.795857
14,12,2,qiea,10,0.825235
14,12,2,qiea,11,0.802476
14,12,2,qiea,12,0.798282
14,12,2,qiea,13,0.819863
14,12,2,qiea,14,0.801897
14,12,2,qiea,15,0.796807
14,12,2,qiea,16,0.795311
14,12,2,qiea,17,0.819074
14,12,2,qiea,18,0.814544
14,12,2,qiea,19,0.81984
14,12,2,cobyla,0,0.802173
14,12,2,cobyla,1,0.819989
14,12,2,cobyla,2,0.825481
14,12,2,cobyla,3,0.802173
14,12,2,cobyla,4,0.825481
14,12,2,cobyla,5,0.802173
14,12,2,cobyla,6,0.802173
14,12,2,cobyla,7,0.819989
14,12,2,cobyla,8,0.819989
14,12,2,cobyla,9,0.802173
14,12,2,cobyla,10,0.825481
14,12,2,cobyla,11,0.825481
14,12,2,cobyla,12,0.819989
14,12,2,cobyla,13,0.825481
14,12,2,cobyla,14,0.819989
14,12,2,cobyla,15,0.819989
14,12,2,cobyla,16,0.825481
14,12,2,cobyla,17,0.802173
14,12,2,cobyla,18,0.819989
14,12,2,cobyla,19,0.819989
14,12,2,random,0,0.811555
14,12,2,random,1,0.81517
14,12,2,random,2,0.812984
14,12,2,random,3,0.823346
14,12,2,random,4,0.810718
14,12,2,random,5,0.815523
14,12,2,random,6,0.815266
14,12,2,random,7,0.804378
14,12,2,random,8,0.809113
14,12,2,random,9,0.813574
14,12,2,random,10,0.804069
14,12,2,random,11,0.804945
14,12,2,random,12,0.811569
14,12,2,random,13,0.819834
14,12,2,random,14,0.810247
14,12,2,random,15,0.812419
14,12,2,random,16,0.815146
14,12,2,random,17,0.807202
14,12,2,random,18,0.807528
14,12,2,random,19,0.806755
14,12,2,cobyla_restart,0,0.825481
14,12,2,cobyla_restart,1,0.825481
14,12,2,cobyla_restart,2,0.825481
14,12,2,cobyla_restart,3,0.825481
14,12,2,cobyla_restart,4,0.825481
14,12,2,cobyla_restart,5,0.825481
14,12,2,cobyla_restart,6,0.825481
14,12,2,cobyla_restart,7,0.825481
14,12,2,cobyla_restart,8,0.825481
14,12,2,cobyla_restart,9,0.825481
14,12,2,cobyla_restart,10,0.825481
14,12,2,cobyla_restart,11,0.825481
14,12,2,cobyla_restart,12,0.825481
14,12,2,cobyla_restart,13,0.825481
14,12,2,cobyla_restart,14,0.825481
14,12,2,cobyla_restart,15,0.825481
14,12,2,cobyla_restart,16,0.825481
14,12,2,cobyla_restart,17,0.825481
14,12,2,cobyla_restart,18,0.825481
14,12,2,cobyla_restart,19,0.825481
